Artist,Title,Length
Last Legend 9,Infallible Plan to Deliver the Note of Affection,2:50
Last Legend 9,That Worth Fighting For,2:19
Last Legend 9,Flowers of Spring,2:31
Last Legend 9,Green Eye,2:14
Last Legend 9,Volcano Town,3:46
Last Legend 9,Volcano,2:04
Last Legend 9,The Dwarf Settlement,3:40
Last Legend 9,Dark Wizard Settlement,3:19
Last Legend 9,Unreciprocated Affection,3:44
Last Legend 9,Young Summoner's Melody,3:33
Last Legend 9,On the Skyboat,4:05
Last Legend 9,Memorable Sadness,3:26
Last Legend 9,Metallic Serpent,3:45
Last Legend 9,Place of Memories,2:11
Last Legend 9,Shadows of Forever,4:40
Last Legend 9,The Last Fight,4:39
Last Legend 9,Doomed Romance,1:28
Last Legend 9,The Secluded Repository,2:01
Last Legend 9,Unbreakable Bond,1:20
Last Legend 9,Beyond the Gate,2:01
Last Legend 9,Song of Living,5:43
Last Legend 9,Last Legend,1:50
Last Legend 9,Preamble,2:41
Last Legend 9,Song of Living ~ Tiers of Accord,3:17
Last Legend 9,Twin World,2:07
Last Legend 9,Settlement of the Genomes,3:07
Last Legend 9,Demon Castle,3:00
Last Legend 9,Together,2:33
Last Legend 9,Child of the Summoner Village,3:33
Last Legend 9,Our Dude Turned to Stone,1:17
Eightroad Adventurer,Eightroad Adventurer -Primary Melody-,2:30
Eightroad Adventurer,The Frozen Region,4:13
Eightroad Adventurer,The Level Region,3:03
Eightroad Adventurer,The Shore Region,3:12
Eightroad Adventurer,The Mountainous Region,4:17
Eightroad Adventurer,The Dry Region,3:07
Eightroad Adventurer,The Stream Region,4:27
Eightroad Adventurer,The Crag Region,2:58
Eightroad Adventurer,The Forest Region,3:42
Eightroad Adventurer,The Priestess,3:14
Eightroad Adventurer,The Researcher,2:27
Eightroad Adventurer,The Trader,2:43
Eightroad Adventurer,The Fighter,2:39
Eightroad Adventurer,The Performer,2:38
Eightroad Adventurer,The Chemist,3:23
Eightroad Adventurer,The Rogue,2:19
Eightroad Adventurer,The Tracker,2:50
Eightroad Adventurer,Cold Religious Town,4:07
Eightroad Adventurer,Studious Town,3:25
Eightroad Adventurer,Peaceful Times,2:52
Eightroad Adventurer,An Ocean Wind Rolls,3:12
Eightroad Adventurer,Entertaining!,3:13
Eightroad Adventurer,Pressure,3:12
Eightroad Adventurer,Shadowed Caves,3:42
Eightroad Adventurer,Fight 1,3:15
Eightroad Adventurer,Triumph,0:49
Eightroad Adventurer,Enjoyment Town,3:22
Eightroad Adventurer,Nostalgia,3:00
Eightroad Adventurer,A Village in the Burgundy Cliffs,2:42
Eightroad Adventurer,My Peaceful Woodland Residence,3:16
Eightroad Adventurer,Perseverance,2:35
Eightroad Adventurer,Under the Aboveland,3:35
Eightroad Adventurer,Skulking Terror,3:10
Eightroad Adventurer,Conclusive Fight 1,4:24
Eightroad Adventurer,Fight 2,2:53
Eightroad Adventurer,Wrapped in Benevolence,3:09
Eightroad Adventurer,Hub of Trade,3:41
Eightroad Adventurer,The Plants Are Watching,3:55
Eightroad Adventurer,Conclusive Fight 2,3:22
Eightroad Adventurer,Aquatic Reprieve in the Desert,3:33
Eightroad Adventurer,Stream of Existence,3:28
Eightroad Adventurer,Connections of Camaraderie,3:38
Eightroad Adventurer,Cliff Town,2:21
Eightroad Adventurer,Gladiatorial Town,2:37
Eightroad Adventurer,Happiness,2:49
Eightroad Adventurer,Ominous Halls,3:38
Eightroad Adventurer,A Dark Portent,3:15
Eightroad Adventurer,Fight 3,3:01
Eightroad Adventurer,The Ones That Rule Thought,4:36
Eightroad Adventurer,Fight at Travel's Finish,3:56
Eightroad Adventurer,The Person Others Label Sorceress,4:06
Eightroad Adventurer,Child of the Evil Deity,4:41
Eightroad Adventurer 2,Eightroad Adventurer 2 (Primary Melody),3:13
Eightroad Adventurer 2,The Fighter,3:17
Eightroad Adventurer 2,The Tropical Region,3:32
Eightroad Adventurer 2,The Tropical Region (Sundown),3:48
Eightroad Adventurer 2,The Inlet Region,3:50
Eightroad Adventurer 2,The Inlet Region (Sundown),4:09
Eightroad Adventurer 2,The Illuminated Region,3:48
Eightroad Adventurer 2,The Illuminated Region (Sundown),4:11
Eightroad Adventurer 2,The Cold Region,4:03
Eightroad Adventurer 2,The Cold Region (Sundown),4:04
Eightroad Adventurer 2,The Barren Region,3:08
Eightroad Adventurer 2,Primary Melody (Sundown),2:44
Eightroad Adventurer 2,The Barren Region (Sundown),3:47
Eightroad Adventurer 2,The Tracker,4:14
Eightroad Adventurer 2,The Chemist,3:39
Eightroad Adventurer 2,The Rogue,3:05
Eightroad Adventurer 2,The Researcher,3:59
Eightroad Adventurer 2,The Trader,3:26
Eightroad Adventurer 2,The Performer,3:29
Eightroad Adventurer 2,The Priest,2:57
Eightroad Adventurer 2,The Green Region,3:23
Eightroad Adventurer 2,The Green Region (Sundown),3:35
Eightroad Adventurer 2,The Hilly Region,3:51
Eightroad Adventurer 2,The Hilly Region (Sundown),3:51
Eightroad Adventurer 2,The Desert Region,4:30
Eightroad Adventurer 2,The Desert Region (Sundown),4:33
Eightroad Adventurer 2,The Dividing Waters,3:34
Eightroad Adventurer 2,The Dividing Waters (Sundown),3:54
Eightroad Adventurer 2,Town of the Beast Folk,2:42
Eightroad Adventurer 2,Town of the Beast Folk (Sundown),3:28
Eightroad Adventurer 2,Stressfree Times,2:47
Eightroad Adventurer 2,Waterside Settlement,2:54
Eightroad Adventurer 2,Waterside Settlement (Sundown),3:03
Eightroad Adventurer 2,A Scandalous Town,2:49
Eightroad Adventurer 2,A Scandalous Town (Sundown),4:57
Eightroad Adventurer 2,Wrongdoer's Theme,3:10
Eightroad Adventurer 2,Ordinary Fight 1,4:38
Eightroad Adventurer 2,Feline's Melody,3:39
Eightroad Adventurer 2,"Western Town, Desolate",2:50
Eightroad Adventurer 2,"Western Town, Desolate (Sundown)",3:03
Eightroad Adventurer 2,"Western Town, Frontier",2:53
Eightroad Adventurer 2,"Western Town, Frontier (Sundown)",3:11
Eightroad Adventurer 2,Farmville,2:52
Eightroad Adventurer 2,Farmville (Sundown),2:52
Eightroad Adventurer 2,The Adventure Starts,1:21
Eightroad Adventurer 2,Past Times,3:45
Eightroad Adventurer 2,Hilly Religious Town,4:30
Eightroad Adventurer 2,Hilly Religious Town (Sundown),4:30
Eightroad Adventurer 2,Oasis Town,3:29
Eightroad Adventurer 2,Oasis Town (Sundown),3:56
Eightroad Adventurer 2,Storm in the Arena,4:05
Eightroad Adventurer 2,Pivotal Skirmish 1,4:59
Eightroad Adventurer 2,Ordinary Fight 2,4:15
Eightroad Adventurer 2,The Tropical Utopia,3:18
Eightroad Adventurer 2,The Tropical Utopia (Sundown),3:34
Eightroad Adventurer 2,Rival Entrepeneur Metropolis,3:14
Eightroad Adventurer 2,Rival Entrepeneur Metropolis (Sundown),3:35
Eightroad Adventurer 2,Importance,3:25
Eightroad Adventurer 2,Cold Powder Settlement,3:13
Eightroad Adventurer 2,Cold Powder Settlement (Sundown),3:13
Eightroad Adventurer 2,Demoralizing Sorrow,3:17
Eightroad Adventurer 2,Wood of Curiosity,3:26
Eightroad Adventurer 2,Pivotal Skirmish 2,4:27
Eightroad Adventurer 2,Settlement in the Valley,2:55
Eightroad Adventurer 2,Settlement in the Valley (Sundown),3:53
Eightroad Adventurer 2,A Green Breeze Rolls,3:28
Eightroad Adventurer 2,A Green Breeze Rolls (Sundown),3:48
Eightroad Adventurer 2,Longing,3:54
Eightroad Adventurer 2,Hub of Insight and Expression,3:16
Eightroad Adventurer 2,Hub of Insight and Expression (Sundown),3:15
Eightroad Adventurer 2,The Quest for Retribution Concludes,4:15
Eightroad Adventurer 2,The Quest for Joy Concludes,3:52
Eightroad Adventurer 2,Melody of Dreams,3:01
Eightroad Adventurer 2,The Quest for Revelation Concludes,3:58
Eightroad Adventurer 2,The Quest for Crowning Concludes,3:52
Eightroad Adventurer 2,Fight up the Waters,3:13
Eightroad Adventurer 2,Ancient Rubble,4:30
Eightroad Adventurer 2,To Your Rear,4:01
Eightroad Adventurer 2,Lair of Evil,3:05
Eightroad Adventurer 2,Ordinary Fight 3,3:29
Eightroad Adventurer 2,Intense Conflict,3:28
Eightroad Adventurer 2,Unbreakable Determination,3:39
Eightroad Adventurer 2,For Daybreak,4:39
Eightroad Adventurer 2,The Quest for Myths Concludes,3:52
Eightroad Adventurer 2,The Quest for Recollection Concludes,3:52
Eightroad Adventurer 2,The Quest for Independence Concludes,3:52
Eightroad Adventurer 2,The Evil One,3:09
Eightroad Adventurer 2,The Ones That Reject Daybreak,3:08
Eightroad Adventurer 2,Closing Melody,8:25
Eightroad Adventurer 2,Afterword,4:29
Eightroad Adventurer 2,Adventure for Daybreak,2:11
Eightroad Adventurer 2,Feline's Melody (String Edition),0:49
Eightroad Adventurer 2,Barkeep on Piano,2:49
Animal Crossing,Working For Tom Nook,1:45
Animal Crossing,2 AM,3:08
Animal Crossing,7 AM,2:27
Animal Crossing,8 AM,2:31
Animal Crossing,10 AM,2:06
Animal Crossing,1 PM,2:35
Animal Crossing,2 PM,2:19
Animal Crossing,3 PM,1:33
Animal Crossing,4 PM,2:19
Animal Crossing,5 PM,2:24
Animal Crossing,9 PM,2:43
Animal Crossing,Title,2:51
Animal Crossing,Rainy Day,1:49
Animal Crossing: City Folk,Town Hall (Pelly),1:15
Animal Crossing: City Folk,Title,1:06
Animal Crossing: City Folk,The Roost,1:16
Animal Crossing: City Folk,1 AM (Normal),1:36
Animal Crossing: City Folk,2 AM (Normal),2:30
Animal Crossing: City Folk,9 AM (Normal),1:17
Animal Crossing: City Folk,1 PM (Normal),1:47
Animal Crossing: City Folk,8 PM (Normal),2:35
Animal Crossing: City Folk,The City (Day),1:38
Animal Crossing: New Horizons,Opening Theme,1:01
Animal Crossing: New Horizons,8:00 AM (Sunny),2:45
Animal Crossing: New Horizons,Mystery Island Tour: Noon (Sunny),2:11
Animal Crossing: New Horizons,Mystery Island Tour: Evening (Sunny),2:11
Animal Crossing: New Horizons,Tournament (In Progress),2:13
Animal Crossing: New Horizons,9:00 AM (Sunny),2:16
Animal Crossing: New Horizons,Tournament (Joining),2:43
Animal Crossing: New Horizons,Bunny Day,2:18
Animal Crossing: New Horizons,Turkey Day,2:36
Animal Crossing: New Horizons,Toy Day (Snowy),2:50
Animal Crossing: New Horizons,10:00 AM (Sunny),2:34
Animal Crossing: New Horizons,Toy Day (Sunny),2:50
Animal Crossing: New Horizons,Countdown (11:00 PM),2:13
Animal Crossing: New Horizons,Countdown (11:30 PM),2:05
Animal Crossing: New Horizons,Countdown (11:50 PM),2:25
Animal Crossing: New Horizons,Countdown (11:55 PM),1:47
Animal Crossing: New Horizons,New Year (12:00 AM),3:32
Animal Crossing: New Horizons,New Year (2:00 AM),2:39
Animal Crossing: New Horizons,New Year's Day,2:38
Animal Crossing: New Horizons,11:00 AM (Sunny),2:53
Animal Crossing: New Horizons,Island Broadcast (Isabelle),0:50
Animal Crossing: New Horizons,Outing (Waiting),1:11
Animal Crossing: New Horizons,12:00 PM (Sunny),2:35
Animal Crossing: New Horizons,1:00 PM (Sunny),2:08
Animal Crossing: New Horizons,2:00 PM (Sunny),3:15
Animal Crossing: New Horizons,3:00 PM (Sunny),2:09
Animal Crossing: New Horizons,4:00 PM (Sunny),2:02
Animal Crossing: New Horizons,5:00 PM (Sunny),3:35
Animal Crossing: New Horizons,12:00 AM (Sunny),2:35
Animal Crossing: New Horizons,6:00 PM (Sunny),2:06
Animal Crossing: New Horizons,7:00 PM (Sunny),3:51
Animal Crossing: New Horizons,8:00 PM (Sunny),2:05
Animal Crossing: New Horizons,The Roost,1:27
Animal Crossing: New Horizons,Harv's Island (Day),4:03
Animal Crossing: New Horizons,Harv's Island (Night),3:58
Animal Crossing: New Horizons,1:00 AM (Sunny),3:03
Animal Crossing: New Horizons,Resident Services,2:22
Animal Crossing: New Horizons,Airport Lobby (Full Sound Version),2:07
Animal Crossing: New Horizons,Able Sisters,1:54
Animal Crossing: New Horizons,Nook's Cranny (Before Closing),2:30
Animal Crossing: New Horizons,7:00 AM (Sunny),2:55
Baldur's Gate 3,Main Theme Part I,2:45
Baldur's Gate 3,Who Are You,2:25
Baldur's Gate 3,Nine Blades,4:49
Baldur's Gate 3,Quest For a Cure,4:39
Baldur's Gate 3,Lead Your Fights,3:16
Baldur's Gate 3,Harpy Song,2:33
Baldur's Gate 3,Cunning Cruel Crits,2:54
Baldur's Gate 3,Sixteen Strikes,4:20
Baldur's Gate 3,Twisted Force,2:26
Baldur's Gate 3,Last Light,4:54
Baldur's Gate 3,Old Time Battles - Part I,3:16
Baldur's Gate 3,I Want to Live (Instrumental Version),4:39
Baldur's Gate 3,Nightsong,1:15
Baldur's Gate 3,Old Time Battles (Bard Version),2:03
Baldur's Gate 3,The Power (Orchestral Version),4:36
Baldur's Gate 3,A Threat From Nether Years,2:54
Baldur's Gate 3,The Odds Are Cast Anew,3:50
Baldur's Gate 3,Gather Your Allies!,3:38
Baldur's Gate 3,Dream Walk (Instrumental Version),3:55
Baldur's Gate 3,Bard Dance,2:49
Baldur's Gate 3,Streets and Faces,2:36
Baldur's Gate 3,Song of Balduran,3:02
Baldur's Gate 3,The Legacy of Bhaal,2:57
Baldur's Gate 3,Elder Brain,3:51
Baldur's Gate 3,Forging The Fate,2:12
Baldur's Gate 3,The Road to Baldur's Gate,1:39
Baldur's Gate 3,Raphael's Final Act,2:35
Baldur's Gate 3,The Grand Design (Requiem),6:20
Baldur's Gate 3,Old Time Battles - Part II,3:16
Baldur's Gate 3,Down by the River,2:18
Baldur's Gate 3,I Want to Live (Classical Version),3:56
Baldur's Gate 3,Main Theme Part III,2:50
Baldur's Gate 3,The Power (Credits Song),3:49
Banjo-Kazooie,Gruntilda's Lair,4:03
Banjo-Kazooie,Mumbo's Mountain,4:17
Banjo-Kazooie,Treasure Trove Cove,4:04
Banjo-Kazooie,Main Title,1:03
Banjo-Kazooie,Clanker's Cavern,4:05
Banjo-Kazooie,Bubblegloop Swamp,4:15
Banjo-Kazooie,Freezeezy Peak,4:06
Banjo-Kazooie,Gobi's Valley,4:19
Banjo-Kazooie,Mad Monster Mansion,4:17
Banjo-Kazooie,Rusty Bucket Bay,3:54
Banjo-Kazooie,Spiral Mountain,4:20
Banjo-Kazooie,Click Clock Wood,4:51
Banjo-Kazooie,Grunty's Furnace Fun,4:19
Banjo-Kazooie,End Credits,2:41
Banjo-Kazooie,Final Battle,3:04
Banjo-Tooie,Jolly Roger's Lagoon,4:15
Banjo-Tooie,Atlantis,4:58
Banjo-Tooie,Jinjo Village,4:33
Banjo-Tooie,Hailfire Peaks (Lava Side),4:39
Banjo-Tooie,Cloud Cuckooland,4:16
Banjo-Tooie,Cauldron Keep,4:38
Banjo-Tooie,Staff Credits,3:50
Banjo-Tooie,Final Battle,3:20
Banjo-Tooie,Isle O' Hags,4:58
Banjo-Tooie,Mayahem Temple,4:20
Banjo-Tooie,Glitter Gulch Mine,4:07
Banjo-Tooie,Witchyworld,4:22
Bastion,Spike in a Rail,2:54
Bastion,Brusher Patrol,4:32
Bastion,Pale Watchers,4:28
Bastion,From Wharf to Wilds,1:21
Bastion,"Setting Sail, Coming Home (End Theme)",2:54
Bloodborne,Darkbeast,4:52
Bloodborne,The First Hunter,5:08
Bloodborne,Bloodborne,2:35
Bloodborne,The Hunter,3:21
Bloodborne,Cleric Beast,3:02
Bloodborne,"Laurence, the First Vicar",4:53
Bomberman 64,Advertise,0:34
Bomberman 64,Rainbow Palace,2:56
Bomberman 64,Masker,2:09
Bomberman 64,Boss Battle,2:02
Bomberman 64,Sirius II,1:32
Bomberman 64,Sirius III,1:23
Bomberman 64,Staff Roll,2:20
Bomberman 64,Battle,1:19
Bomberman 64,Stage Select,0:46
Bomberman 64,Green Garden,2:35
Bomberman 64,Blue Resort,3:05
Bomberman 64,White Ice,2:39
Bomberman 64,Black City,2:41
Bubsy in: Claws Encounters of the Furred Kind,War of the Woolies,2:22
Bubsy in: Claws Encounters of the Furred Kind,Hill Stream Blues,2:35
Bubsy in: Claws Encounters of the Furred Kind,Fair is Foul,1:54
Bubsy in: Claws Encounters of the Furred Kind,Wool Wool West,1:49
Bubsy in: Claws Encounters of the Furred Kind,Woolering Heights,4:20
Bubsy in: Claws Encounters of the Furred Kind,The Day the Wool Stood Still,2:05
Bust-a-Move,Bubble Bustin',1:32
Bust-a-Move,Staff Roll,1:40
Cadence of Hyrule: Crypt of the NecroDancer Featuring The Legend of Zelda Soundtrack,Main Menu,3:03
Cadence of Hyrule: Crypt of the NecroDancer Featuring The Legend of Zelda Soundtrack,Overworld,4:24
Cadence of Hyrule: Crypt of the NecroDancer Featuring The Legend of Zelda Soundtrack,Deku Village,3:04
Cadence of Hyrule: Crypt of the NecroDancer Featuring The Legend of Zelda Soundtrack,Cave,2:36
Cadence of Hyrule: Crypt of the NecroDancer Featuring The Legend of Zelda Soundtrack,Kakariko Village,1:36
Cadence of Hyrule: Crypt of the NecroDancer Featuring The Legend of Zelda Soundtrack,Frozen Grotto (Oboe),4:48
Cadence of Hyrule: Crypt of the NecroDancer Featuring The Legend of Zelda Soundtrack,Wizzroboe Battle,3:52
Cadence of Hyrule: Crypt of the NecroDancer Featuring The Legend of Zelda Soundtrack,Gerudo Desert,2:53
Cadence of Hyrule: Crypt of the NecroDancer Featuring The Legend of Zelda Soundtrack,Gerudo Ruins (Bass Guitar),4:30
Cadence of Hyrule: Crypt of the NecroDancer Featuring The Legend of Zelda Soundtrack,Bass Guitarmos Knights Battle,1:40
Cadence of Hyrule: Crypt of the NecroDancer Featuring The Legend of Zelda Soundtrack,Lost Woods,3:10
Cadence of Hyrule: Crypt of the NecroDancer Featuring The Legend of Zelda Soundtrack,Crypt,3:21
Cadence of Hyrule: Crypt of the NecroDancer Featuring The Legend of Zelda Soundtrack,Lost Swamp (Maracas),4:44
Cadence of Hyrule: Crypt of the NecroDancer Featuring The Legend of Zelda Soundtrack,Gohmaracas Battle,3:04
Cadence of Hyrule: Crypt of the NecroDancer Featuring The Legend of Zelda Soundtrack,Windmill Hut,2:04
Cadence of Hyrule: Crypt of the NecroDancer Featuring The Legend of Zelda Soundtrack,Death Mountain,3:08
Cadence of Hyrule: Crypt of the NecroDancer Featuring The Legend of Zelda Soundtrack,Temple of Storms (Glockenspiel),4:41
Cadence of Hyrule: Crypt of the NecroDancer Featuring The Legend of Zelda Soundtrack,Gleeokenspiel Battle,2:50
Cadence of Hyrule: Crypt of the NecroDancer Featuring The Legend of Zelda Soundtrack,Hyrule Castle,2:51
Cadence of Hyrule: Crypt of the NecroDancer Featuring The Legend of Zelda Soundtrack,Future World,3:46
Castlevania: Symphony of the Night,Wood Carving Partita,2:44
Castlevania: Symphony of the Night,Festival Of Servants,1:50
Castlevania: Symphony of the Night,Prologue,1:27
Castlevania: Symphony of the Night,Lost Painting,1:40
Castlevania: Symphony of the Night,Dance Of Pearl,2:30
Castlevania: Symphony of the Night,Wandering Ghosts,2:51
Castlevania: Symphony of the Night,The Tragic Prince,4:04
Castlevania: Symphony of the Night,I Am The Wind,4:32
Castlevania: Symphony of the Night,Nocturne In The Moonlight,1:45
Castlevania: Symphony of the Night,Dracula's Castle,1:52
Castlevania: Symphony of the Night,Dance Of Gold,1:52
Castlevania: Symphony of the Night,Marble Gallery,1:24
Castlevania: Symphony of the Night,Tower Of Evil Mist,2:47
Contra III: The Alien Wars,Go Forward Under Fire,2:45
Contra III: The Alien Wars,It's Time For Revenge,2:31
Contra III: The Alien Wars,Megalopolis,2:49
Contra III: The Alien Wars,Battle Runner,3:47
Contra III: The Alien Wars,Daredevil,2:42
Crash Bandicoot,Hog Wild,2:22
Crash Bandicoot,Pinstripe Potoroo,2:08
Crash Bandicoot,N. Sanity Beach,1:38
Crash Bandicoot,Hog Wild (Pre-Console),2:17
Crash Bandicoot,N. Sanity Beach (Pre-Console),1:57
Crash Bandicoot 2: Cortex Strikes Back,Title Screen,1:50
Crash Bandicoot 2: Cortex Strikes Back,Turtle Woods Bonus Round,2:10
Crash Bandicoot 2: Cortex Strikes Back,Turtle Woods Skull Route,3:13
Crash Bandicoot 2: Cortex Strikes Back,Snow Go,3:48
Crash Bandicoot 2: Cortex Strikes Back,Snow Go Bonus Round,2:17
Crash Bandicoot 2: Cortex Strikes Back,Snow Go Skull Route,3:13
Crash Bandicoot 2: Cortex Strikes Back,Hang Eight,3:22
Crash Bandicoot 2: Cortex Strikes Back,Hang Eight Bonus Round,2:17
Crash Bandicoot 2: Cortex Strikes Back,Hang Eight Skull Route,3:07
Crash Bandicoot 2: Cortex Strikes Back,Crash Dash,3:49
Crash Bandicoot 2: Cortex Strikes Back,Crash Dash Skull Route,3:14
Crash Bandicoot 2: Cortex Strikes Back,The Warp Room,3:29
Crash Bandicoot 2: Cortex Strikes Back,Bear It,3:46
Crash Bandicoot 2: Cortex Strikes Back,The Eel Deal,3:40
Crash Bandicoot 2: Cortex Strikes Back,The Eel Deal Bonus Round,2:10
Crash Bandicoot 2: Cortex Strikes Back,The Eel Deal Skull Route,3:14
Crash Bandicoot 2: Cortex Strikes Back,Komodo Brothers,3:42
Crash Bandicoot 2: Cortex Strikes Back,Road To Ruin,3:48
Crash Bandicoot 2: Cortex Strikes Back,Road To Ruin Bonus Round,2:17
Crash Bandicoot 2: Cortex Strikes Back,Road To Ruin Skull Route,3:08
Crash Bandicoot 2: Cortex Strikes Back,Tiny Tiger,3:05
Crash Bandicoot 2: Cortex Strikes Back,Diggin' It,3:37
Crash Bandicoot 2: Cortex Strikes Back,Turtle Woods,3:56
Crash Bandicoot 2: Cortex Strikes Back,Diggin' It Bonus Round,2:17
Crash Bandicoot 2: Cortex Strikes Back,Diggin' It Skull Route,3:12
Crash Bandicoot 2: Cortex Strikes Back,Dr. N. Gin,3:50
Crash Bandicoot 2: Cortex Strikes Back,Piston It Away,3:45
Crash Bandicoot 2: Cortex Strikes Back,Piston It Away Bonus Round,2:17
Crash Bandicoot 2: Cortex Strikes Back,Piston It Away Skull Route,3:12
Crash Bandicoot 2: Cortex Strikes Back,Rock It,4:40
Crash Bandicoot 2: Cortex Strikes Back,Dr. Neo Cortex,3:40
Crash Bandicoot 2: Cortex Strikes Back,Coco's Theme (Pre-Console),3:23
Crash Bandicoot 2: Cortex Strikes Back,N. Brio's Theme (Pre-Console),4:26
Crash Bandicoot 2: Cortex Strikes Back,Snow Go (Pre-Console),4:31
Crash Bandicoot 2: Cortex Strikes Back,Title Screen (Pre-Console),2:07
Crash Bandicoot 2: Cortex Strikes Back,Hang Eight (Pre-Console),4:09
Crash Bandicoot 2: Cortex Strikes Back,Hang Eight Skull Route (Pre-Console),3:42
Crash Bandicoot 2: Cortex Strikes Back,Crash Dash (Pre-Console),4:36
Crash Bandicoot 2: Cortex Strikes Back,Crash Dash Skull Route (Pre-Console),3:53
Crash Bandicoot 2: Cortex Strikes Back,Bear It (Pre-Console),4:35
Crash Bandicoot 2: Cortex Strikes Back,The Eel Deal (Pre-Console),4:22
Crash Bandicoot 2: Cortex Strikes Back,The Warp Room (Pre-Console),4:10
Crash Bandicoot 2: Cortex Strikes Back,The Eel Deal Skull Route (Pre-Console),3:57
Crash Bandicoot 2: Cortex Strikes Back,Komodo Brothers (Pre-Console),4:33
Crash Bandicoot 2: Cortex Strikes Back,Road To Ruin (Pre-Console),4:34
Crash Bandicoot 2: Cortex Strikes Back,Tiny Tiger (Pre-Console),3:41
Crash Bandicoot 2: Cortex Strikes Back,Diggin' It (Pre-Console),4:22
Crash Bandicoot 2: Cortex Strikes Back,Diggin' It Skull Route (Pre-Console),3:49
Crash Bandicoot 2: Cortex Strikes Back,Dr. N. Gin (Pre-Console),4:41
Crash Bandicoot 2: Cortex Strikes Back,Turtle Woods (Pre-Console),4:37
Crash Bandicoot 2: Cortex Strikes Back,Piston It Away (Pre-Console),4:19
Crash Bandicoot 2: Cortex Strikes Back,Piston It Away Bonus Round (Pre-Console),2:45
Crash Bandicoot 2: Cortex Strikes Back,Piston It Away Skull Route (Pre-Console),3:36
Crash Bandicoot 2: Cortex Strikes Back,Rock It (Pre-Console),4:35
Crash Bandicoot 2: Cortex Strikes Back,Dr. Neo Cortex (Pre-Console),4:25
Crash Bandicoot: Warped,Title Screen,1:30
Crash Bandicoot: Warped,Toad Village Bonus Round,2:09
Crash Bandicoot: Warped,Orient Express,3:34
Crash Bandicoot: Warped,Makin' Waves,3:40
Crash Bandicoot: Warped,Tiny Tiger,3:05
Crash Bandicoot: Warped,Hog Ride,3:18
Crash Bandicoot: Warped,The Time Twister,2:47
Crash Bandicoot: Warped,Dr. Neo Cortex,3:46
Crash Bandicoot: Warped,Toad Village,3:37
Crash Bandicoot: Warped,Toad Village (Pre-Console),4:20
Crash Bandicoot: Warped,Toad Village Bonus Round (Pre-Console),2:31
Crash Bandicoot: Warped,Title Screen (Pre-Console),1:52
Crash Bandicoot: Warped,Orient Express (Pre-Console),4:22
Crash Bandicoot: Warped,Makin' Waves (Pre-Console),4:21
Crash Bandicoot: Warped,Tiny Tiger (Pre-Console),3:42
Crash Bandicoot: Warped,Hog Ride (Pre-Console),3:55
Crash Bandicoot: Warped,The Time Twister (Pre-Console),3:10
Crash Bandicoot: Warped,Dr. Neo Cortex (Pre-Console),4:27
Dark Souls,Ornstein & Smough,2:48
Dark Souls,"Gwynevere, Princess of Sunlight",2:45
Dark Souls,Great Grey Wolf Sif,3:20
Dark Souls,Firelink Shrine,2:54
Dark Souls,Dark Sun Gwyndolin,2:52
Dark Souls,"Gwyn, Lord of Cinder",3:36
Dark Souls,Nameless Song,6:35
Dark Souls II,Ruin Sentinel,2:43
Dark Souls II,Queen of Drangleic,2:55
Dark Souls II,Majula,3:13
Dark Souls II,Longing,6:35
Dark Souls II,Milfanito,2:28
Dark Souls II,Sir Alonne,3:05
Dark Souls II,"Aldia, Scholar of the First Sin",3:24
Dark Souls III,Abyss Watchers,4:44
Dark Souls III,Yhorm the Giant,4:00
Dark Souls III,DARK SOULS III,2:41
Dark Souls III,"Lorian, Elder Prince | Lothric, Younger Prince",3:09
Dark Souls III,Soul of Cinder,5:47
Dark Souls III,Champion's Gravetender & Gravetender Greatwolf,3:33
Dark Souls III,Slave Knight Gael,5:33
Dark Souls III,Epilogue,6:39
Dark Souls III,Epilogue ~Fire Fades~,7:07
Dark Souls III,Iudex Gundyr,3:39
Demon's Crest,This Enchanted Forest,2:04
Demon's Crest,Cursed Towers,1:31
Demon's Crest,A Sunken Aqueduct,2:29
Demon's Crest,Dance of the Snowy Barrens,1:22
Demon's Crest,Palace of Decadence,1:18
Demon's Crest,The Hell of Civil War,3:15
Demon's Crest,The Crests are Hidden Forever,2:46
Demon's Crest,Memorial of the Fallen Ones,2:49
Demon's Crest,Beyond the Colosseum,2:16
Demon's Crest,Metropolis of Ruin,1:55
Diddy Kong Racing,Diddy Kong Racing Theme,1:08
Diddy Kong Racing,Hot Top Volcano,1:46
Diddy Kong Racing,Boss Challenge 2,1:24
Diddy Kong Racing,Everfrost Peak,1:38
Diddy Kong Racing,Walrus Cove,1:24
Diddy Kong Racing,Frosty Village,1:52
Diddy Kong Racing,Taj's Challenge,1:32
Diddy Kong Racing,Whale Bay,1:50
Diddy Kong Racing,Character Select,1:31
Diddy Kong Racing,Pirate Lagoon,1:50
Diddy Kong Racing,Crescent Island,1:31
Diddy Kong Racing,Boss Challenge,1:18
Diddy Kong Racing,Boulder Canyon,1:53
Diddy Kong Racing,Greenwood Village,1:23
Diddy Kong Racing,Haunted Woods,1:15
Diddy Kong Racing,Star City,1:43
Diddy Kong Racing,Spaceport Alpha,1:18
Diddy Kong Racing,Wizpig Challenge,1:16
Diddy Kong Racing,Darkmoon Caverns,1:21
Diddy Kong Racing,Lobby Theme Tune,1:07
